 Index           refE        overlap  overlap-squared            Total
  1090   -3093.240784         0.0004           0.0000           0.9387
  1091   -3093.219613         0.0001           0.0000           0.9387
  1092   -3093.045979         0.0002           0.0000           0.9387
  1093   -3093.009277        -0.0001           0.0000           0.9387
  1094   -3092.931590        -0.0000           0.0000           0.9387
  1095   -3092.880610         0.0003           0.0000           0.9387
  1096   -3092.835637        -0.0002           0.0000           0.9387
  1097   -3092.739926        -0.0003           0.0000           0.9387
  1098   -3092.727260         0.0014           0.0000           0.9387
  1099   -3092.595104         0.0010           0.0000           0.9387
  1100   -3092.399290         0.0005           0.0000           0.9387
  1101   -3092.340751         0.0008           0.0000           0.9387
  1102   -3092.323204        -0.0007           0.0000           0.9387
  1103   -3092.241831        -0.0004           0.0000           0.9387
  1104   -3092.140074         0.0007           0.0000           0.9387
  1105   -3091.886295        -0.0001           0.0000           0.9387
  1106   -3091.738386        -0.0017           0.0000           0.9387
  1107   -3091.724310         0.0013           0.0000           0.9387
  1108   -3091.667584         0.0007           0.0000           0.9387
  1109   -3091.598493        -0.0004           0.0000           0.9387
  1110   -3091.485061        -0.0005           0.0000           0.9387
  1111   -3091.441272         0.0001           0.0000           0.9387
  1112   -3091.402554         0.0002           0.0000           0.9387
  1113   -3091.227771         0.0005           0.0000           0.9387
  1114   -3090.761389         0.0002           0.0000           0.9387
  1115   -3090.647422        -0.0004           0.0000           0.9387
  1116   -3090.515228         0.0002           0.0000           0.9387
  1117   -3090.512545        -0.0005           0.0000           0.9387
  1118   -3090.447435        -0.0000           0.0000           0.9387
  1119   -3090.404680        -0.0005           0.0000           0.9387
  1120   -3090.310581         0.0000           0.0000           0.9387
  1121   -3090.292870         0.0000           0.0000           0.9387
  1122   -3090.272955        -0.0000           0.0000           0.9387
  1123   -3090.270786         0.0000           0.0000           0.9387
  1124   -3090.241469        -0.0002           0.0000           0.9387
  1125   -3090.074612         0.0005           0.0000           0.9387
  1126   -3089.774882        -0.0001           0.0000           0.9387
  1127   -3089.763852        -0.0000           0.0000           0.9387
  1128   -3089.748252         0.0000           0.0000           0.9387
  1129   -3089.736957        -0.0000           0.0000           0.9387
  1130   -3089.703625         0.0001           0.0000           0.9387
  1131   -3089.502756         0.0000           0.0000           0.9387
  1132   -3089.476695         0.0000           0.0000           0.9387
  1133   -3089.426888        -0.0003           0.0000           0.9387
  1134   -3089.411072        -0.0001           0.0000           0.9387
  1135   -3089.409099         0.0000           0.0000           0.9387
  1136   -3089.319542        -0.0001           0.0000           0.9387
  1137   -3089.063706        -0.0000           0.0000           0.9387
  1138   -3088.956097         0.0008           0.0000           0.9387
  1139   -3088.748710         0.0001           0.0000           0.9387
  1140   -3088.652475         0.0004           0.0000           0.9387
  1141   -3088.548185         0.0011           0.0000           0.9387
  1142   -3088.025970        -0.0001           0.0000           0.9387
  1143   -3087.946316        -0.0006           0.0000           0.9387
  1144   -3087.553901        -0.0001           0.0000           0.9387
  1145   -3087.268853        -0.0002           0.0000           0.9387
  1146   -3087.109963         0.0007           0.0000           0.9387
  1147   -3087.041852        -0.0007           0.0000           0.9387
  1148   -3086.893352         0.0011           0.0000           0.9387
  1149   -3086.872920         0.0027           0.0000           0.9387
  1150   -3086.450173        -0.0002           0.0000           0.9387
  1151   -3086.403928         0.0003           0.0000           0.9387
  1152   -3086.213050         0.0001           0.0000           0.9387
  1153   -3085.921153         0.0003           0.0000           0.9387
  1154   -3085.881554        -0.0001           0.0000           0.9387
  1155   -3085.075831        -0.0005           0.0000           0.9387
  1156   -3085.005601         0.0004           0.0000           0.9387
  1157   -3084.979569         0.0007           0.0000           0.9387
  1158   -3084.887988         0.0005           0.0000           0.9387
  1159   -3084.882107        -0.0003           0.0000           0.9387
  1160   -3084.652403        -0.0005           0.0000           0.9387
  1161   -3084.592046         0.0002           0.0000           0.9387
  1162   -3084.518320         0.0005           0.0000           0.9387
  1163   -3084.509858        -0.0002           0.0000           0.9387
  1164   -3084.486954        -0.0000           0.0000           0.9387
  1165   -3084.351285        -0.0003           0.0000           0.9387
  1166   -3084.332031         0.0010           0.0000           0.9387
  1167   -3084.081925        -0.0000           0.0000           0.9387
  1168   -3084.058836        -0.0000           0.0000           0.9387
  1169   -3083.933895         0.0002           0.0000           0.9387
  1170   -3083.657217         0.0001           0.0000           0.9387
  1171   -3083.560165         0.0000           0.0000           0.9387
  1172   -3083.513077        -0.0000           0.0000           0.9387
  1173   -3083.476056         0.0004           0.0000           0.9387
  1174   -3083.450522        -0.0028           0.0000           0.9387
  1175   -3083.447646         0.0022           0.0000           0.9387
  1176   -3083.442374         0.0008           0.0000           0.9387
  1177   -3083.433716        -0.0020           0.0000           0.9387
  1178   -3083.395041         0.0001           0.0000           0.9387
  1179   -3083.257257         0.0052           0.0000           0.9387
  1180   -3083.246971        -0.0063           0.0000           0.9388
  1181   -3083.178195        -0.0065           0.0000           0.9388
  1182   -3083.109094         0.0080           0.0001           0.9389
  1183   -3083.064077         0.0020           0.0000           0.9389
  1184   -3082.964165         0.0003           0.0000           0.9389
  1185   -3082.930137        -0.0020           0.0000           0.9389
  1186   -3082.856835        -0.0040           0.0000           0.9389
  1187   -3082.775623        -0.0028           0.0000           0.9389
  1188   -3082.715992         0.0005           0.0000           0.9389
  1189   -3082.582876         0.0004           0.0000           0.9389
  1190   -3082.309218        -0.0024           0.0000           0.9389
  1191   -3082.224737         0.0045           0.0000           0.9389
  1192   -3082.188037         0.0002           0.0000           0.9389
  1193   -3082.140250         0.0012           0.0000           0.9389
  1194   -3082.082612         0.0012           0.0000           0.9389
  1195   -3082.081264        -0.0041           0.0000           0.9390
  1196   -3082.074964        -0.0022           0.0000           0.9390
  1197   -3081.917240         0.0004           0.0000           0.9390
  1198   -3081.913421        -0.0011           0.0000           0.9390
  1199   -3081.708094         0.0009           0.0000           0.9390
  1200   -3081.617708        -0.0004           0.0000           0.9390
  1201   -3081.565911        -0.0003           0.0000           0.9390
  1202   -3081.519319         0.0007           0.0000           0.9390
  1203   -3081.350083        -0.0006           0.0000           0.9390
  1204   -3081.306955         0.0001           0.0000           0.9390
  1205   -3081.287205        -0.0005           0.0000           0.9390
  1206   -3080.623194         0.0002           0.0000           0.9390
  1207   -3080.505906         0.0001           0.0000           0.9390
  1208   -3080.274951         0.0004           0.0000           0.9390
  1209   -3080.126116        -0.0002           0.0000           0.9390
  1210   -3080.009206        -0.0001           0.0000           0.9390
  1211   -3079.955069        -0.0002           0.0000           0.9390
  1212   -3079.927063        -0.0000           0.0000           0.9390
  1213   -3079.862251         0.0001           0.0000           0.9390
  1214   -3079.826663        -0.0003           0.0000           0.9390
  1215   -3079.798182        -0.0006           0.0000           0.9390
  1216   -3079.434601         0.0005           0.0000           0.9390
  1217   -3079.421871         0.0001           0.0000           0.9390
  1218   -3079.388311        -0.0003           0.0000           0.9390
  1219   -3079.304484         0.0006           0.0000           0.9390
  1220   -3079.132877         0.0003           0.0000           0.9390
  1221   -3078.918506        -0.0003           0.0000           0.9390
  1222   -3078.817167        -0.0003           0.0000           0.9390
  1223   -3078.667946        -0.0015           0.0000           0.9390
  1224   -3078.546692        -0.0001           0.0000           0.9390
  1225   -3078.324383         0.0003           0.0000           0.9390
  1226   -3078.252740         0.0001           0.0000           0.9390
  1227   -3078.143011        -0.0001           0.0000           0.9390
  1228   -3078.087290        -0.0007           0.0000           0.9390
  1229   -3077.816941        -0.0002           0.0000           0.9390
  1230   -3077.778837         0.0002           0.0000           0.9390
  1231   -3077.286202         0.0001           0.0000           0.9390
  1232   -3077.172922        -0.0004           0.0000           0.9390
  1233   -3077.052836         0.0010           0.0000           0.9390
  1234   -3076.972737        -0.0007           0.0000           0.9390
  1235   -3076.724109        -0.0008           0.0000           0.9390
  1236   -3076.610665        -0.0005           0.0000           0.9390
  1237   -3076.550537         0.0003           0.0000           0.9390
  1238   -3076.503740        -0.0020           0.0000           0.9390
  1239   -3076.480999         0.0018           0.0000           0.9390
  1240   -3076.469852        -0.0004           0.0000           0.9390
  1241   -3076.465415        -0.0002           0.0000           0.9390
  1242   -3076.407068        -0.0009           0.0000           0.9390
  1243   -3076.289813         0.0003           0.0000           0.9390
  1244   -3076.209639        -0.0005           0.0000           0.9390
  1245   -3076.000821         0.0000           0.0000           0.9390
  1246   -3075.964206         0.0000           0.0000           0.9390
  1247   -3075.958473        -0.0001           0.0000           0.9390
  1248   -3075.937290         0.0000           0.0000           0.9390
  1249   -3075.875460        -0.0002           0.0000           0.9390
  1250   -3075.865206         0.0002           0.0000           0.9390
  1251   -3075.848251        -0.0001           0.0000           0.9390
  1252   -3075.821105        -0.0001           0.0000           0.9390
  1253   -3075.791181        -0.0000           0.0000           0.9390
  1254   -3075.718403        -0.0009           0.0000           0.9390
  1255   -3075.641930        -0.0000           0.0000           0.9390
  1256   -3075.604023         0.0003           0.0000           0.9390
  1257   -3075.514619        -0.0005           0.0000           0.9390
  1258   -3075.504378        -0.0003           0.0000           0.9390
  1259   -3075.408608         0.0038           0.0000           0.9390
  1260   -3075.311847         0.0012           0.0000           0.9390
  1261   -3075.205377         0.0025           0.0000           0.9390
  1262   -3075.120914         0.0003           0.0000           0.9390
  1263   -3074.942259         0.0001           0.0000           0.9390
  1264   -3074.886504         0.0004           0.0000           0.9390
  1265   -3074.536596         0.0012           0.0000           0.9390
  1266   -3074.262334         0.0007           0.0000           0.9390
  1267   -3074.120469         0.0002           0.0000           0.9390
  1268   -3074.061014        -0.0002           0.0000           0.9390
  1269   -3073.890221        -0.0008           0.0000           0.9390
  1270   -3073.686505        -0.0002           0.0000           0.9390
  1271   -3073.641702         0.0014           0.0000           0.9390
  1272   -3073.572819        -0.0003           0.0000           0.9390
  1273   -3073.554332        -0.0004           0.0000           0.9390
  1274   -3073.548227         0.0013           0.0000           0.9390
  1275   -3073.419673         0.0001           0.0000           0.9390
  1276   -3073.134195         0.0000           0.0000           0.9390
  1277   -3073.044810        -0.0003           0.0000           0.9390
  1278   -3072.434374        -0.0001           0.0000           0.9390
  1279   -3072.428049        -0.0007           0.0000           0.9390
  1280   -3072.389555         0.0003           0.0000           0.9390
  1281   -3072.294689        -0.0001           0.0000           0.9390
  1282   -3072.156421         0.0000           0.0000           0.9390
  1283   -3072.055382        -0.0000           0.0000           0.9390
  1284   -3071.965096        -0.0005           0.0000           0.9390
  1285   -3071.916006        -0.0001           0.0000           0.9390
  1286   -3071.454304        -0.0004           0.0000           0.9390
  1287   -3071.399244        -0.0000           0.0000           0.9390
  1288   -3070.923984         0.0008           0.0000           0.9390
  1289   -3070.886210        -0.0004           0.0000           0.9390
  1290   -3070.811387         0.0010           0.0000           0.9390
  1291   -3070.806481        -0.0005           0.0000           0.9390
  1292   -3070.671661        -0.0005           0.0000           0.9390
  1293   -3070.399133        -0.0001           0.0000           0.9390
  1294   -3070.359062        -0.0003           0.0000           0.9390
  1295   -3070.244739        -0.0001           0.0000           0.9390
  1296   -3069.600742        -0.0004           0.0000           0.9390
  1297   -3069.277250        -0.0000           0.0000           0.9390
  1298   -3068.949082        -0.0000           0.0000           0.9390
  1299   -3068.648811        -0.0001           0.0000           0.9390
  1300   -3068.387011         0.0006           0.0000           0.9390
  1301   -3068.346627        -0.0001           0.0000           0.9390
  1302   -3068.194527         0.0000           0.0000           0.9390
  1303   -3068.116420        -0.0004           0.0000           0.9390
  1304   -3068.044022         0.0004           0.0000           0.9390
  1305   -3067.594878        -0.0002           0.0000           0.9390
  1306   -3067.442216        -0.0000           0.0000           0.9390
  1307   -3067.383128         0.0001           0.0000           0.9390
  1308   -3067.105484         0.0000           0.0000           0.9390
  1309   -3067.007757         0.0003           0.0000           0.9390
  1310   -3066.998229         0.0001           0.0000           0.9390
  1311   -3066.616864         0.0004           0.0000           0.9390
  1312   -3066.502853         0.0001           0.0000           0.9390
  1313   -3066.475158        -0.0004           0.0000           0.9390
  1314   -3066.311111         0.0000           0.0000           0.9390
  1315   -3066.253269         0.0008           0.0000           0.9390
  1316   -3066.193884         0.0001           0.0000           0.9390
  1317   -3066.122686         0.0001           0.0000           0.9390
  1318   -3065.978065         0.0000           0.0000           0.9390
  1319   -3065.848281        -0.0021           0.0000           0.9390
  1320   -3065.848001        -0.0009           0.0000           0.9390
  1321   -3065.801630         0.0001           0.0000           0.9390
  1322   -3065.758227         0.0000           0.0000           0.9390
  1323   -3065.558900         0.0001           0.0000           0.9390
  1324   -3065.476294         0.0005           0.0000           0.9390
  1325   -3065.453887         0.0004           0.0000           0.9390
  1326   -3065.432994         0.0005           0.0000           0.9390
  1327   -3065.273495         0.0023           0.0000           0.9390
  1328   -3065.210174        -0.0005           0.0000           0.9390
  1329   -3065.116907        -0.0005           0.0000           0.9390
  1330   -3065.087419         0.0000           0.0000           0.9390
  1331   -3065.016606         0.0009           0.0000           0.9390
  1332   -3064.782023        -0.0011           0.0000           0.9390
  1333   -3064.601901        -0.0004           0.0000           0.9390
  1334   -3064.457511        -0.0002           0.0000           0.9390
  1335   -3064.371119        -0.0009           0.0000           0.9390
  1336   -3064.335950        -0.0103           0.0001           0.9391
  1337   -3064.234918         0.0022           0.0000           0.9391
  1338   -3064.074597         0.0026           0.0000           0.9391
  1339   -3063.711545         0.0002           0.0000           0.9391
  1340   -3063.563479        -0.0009           0.0000           0.9391
  1341   -3063.452342        -0.0003           0.0000           0.9391
  1342   -3063.359190        -0.0003           0.0000           0.9391
  1343   -3063.122756         0.0005           0.0000           0.9391
  1344   -3062.662633         0.0004           0.0000           0.9391
  1345   -3062.363712        -0.0011           0.0000           0.9391
  1346   -3062.349319        -0.0006           0.0000           0.9391
  1347   -3062.233705        -0.0026           0.0000           0.9392
  1348   -3062.179120        -0.0001           0.0000           0.9392
  1349   -3062.115120         0.0015           0.0000           0.9392
  1350   -3062.112636         0.0012           0.0000           0.9392
  1351   -3062.007875        -0.0015           0.0000           0.9392
  1352   -3061.853154         0.0001           0.0000           0.9392
  1353   -3061.844504        -0.0022           0.0000           0.9392
  1354   -3061.740805        -0.0021           0.0000           0.9392
  1355   -3061.712913         0.0006           0.0000           0.9392
  1356   -3061.685448         0.0001           0.0000           0.9392
  1357   -3061.606297        -0.0004           0.0000           0.9392
  1358   -3061.483644         0.0002           0.0000           0.9392
  1359   -3061.361398        -0.0020           0.0000           0.9392
  1360   -3061.318624        -0.0002           0.0000           0.9392
  1361   -3060.662071        -0.0011           0.0000           0.9392
  1362   -3060.433150        -0.0012           0.0000           0.9392
  1363   -3060.370553         0.0007           0.0000           0.9392
  1364   -3059.062457         0.0000           0.0000           0.9392
  1365   -3057.892293         0.0015           0.0000           0.9392
  1366   -3055.428921        -0.0028           0.0000           0.9392
  1367   -3054.752080         0.0035           0.0000           0.9392
  1368   -3054.720026         0.0034           0.0000           0.9392
  1369   -3054.444791         0.0030           0.0000           0.9392
  1370   -3053.778596         0.0015           0.0000           0.9392
  1371   -3053.753377         0.0005           0.0000           0.9392
  1372   -3052.690578        -0.0001           0.0000           0.9392
  1373   -3050.744843        -0.0019           0.0000           0.9392
  1374   -3050.594109        -0.0000           0.0000           0.9392
  1375   -3048.494214         0.0022           0.0000           0.9392
  1376   -3047.486882         0.0008           0.0000           0.9392
  1377   -3036.663794         0.0003           0.0000           0.9392
  1378   -3034.470050         0.0001           0.0000           0.9392
